1,1,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W1,1,KERO1001,KENY000562,2010060,2010074,2010081,2010181,2010231,2010231,-99,13397,5371,5371,8146,6264,0.2921,1839,58.4,0.401,2.4,0,0,971,914,405,508,13,188,99,2,0,0,143,25,75,115,59,-99,-99,-99,-99,-99,-99,-99,-99,0,28161,28161,0,0,281787,281787,14.8,16.4,33,-99,5.9,6.6,13.3,-99,-99,93.7,-99,37.6,157,26.7,15.4,22.3,13.5,380,905.2,816.3,412.3,405.4
2,2,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W2,1,KERO0901,KENY000562,2009060,2009074,2009081,2009181,2009231,2009231,-99,8297,1137,1137,7291,1311,0.1175,967,34.9,0.137,2.9,0,0,310,507,293,215,0,0,45,2,0,0,105,0,89,77,14,-99,-99,-99,-99,-99,-99,-99,-99,0,28214,28214,0,0,282622,282622,28,17,28.3,-99,3.8,2.3,3.9,-99,-99,79,-99,10.8,157,26.7,15.4,22.3,13.5,380,296.5,487.5,195,292.9
3,3,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W3,1,KERO0801,KENY000562,2008061,2008075,2008082,2008181,2008232,2008232,-99,5683,772,772,5023,826,0.0741,1041,37.9,0.136,2.6,0,0,135,334,215,119,0,0,44,2,0,0,81,0,98,58,10,-99,-99,-99,-99,-99,-99,-99,-99,0,28227,28227,0,0,282797,282797,42.7,17.9,26.5,-99,5.8,2.4,3.6,-99,-99,70.2,-99,9.5,157,26.7,15.4,22.3,13.5,380,133.1,318.2,103.8,214.5
4,4,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W1,1,KERO1001,KENY000562,2010060,2010074,2010081,2010181,2010231,2010231,-99,14070,5544,5544,8656,6475,0.3034,1827,57.8,0.394,2.7,0,0,971,911,423,488,13,190,100,2,11,0,150,26,75,118,60,-99,-99,-99,-99,-99,-99,-99,-99,0,28162,28162,0,0,281820,281820,15.5,17.3,33.3,-99,6.1,6.8,13.1,-99,1279.1,93.8,504,37,157,26.7,15.4,22.3,13.5,380,905.2,813.3,392.1,422.7
5,5,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W2,1,KERO0901,KENY000562,2009060,2009074,2009081,2009181,2009231,2009231,-99,8950,1176,1176,7917,1357,0.1206,975,35.1,0.131,3.3,0,0,310,507,304,203,0,0,46,2,11,0,115,0,89,83,14,-99,-99,-99,-99,-99,-99,-99,-99,0,28215,28215,0,0,282678,282678,30.2,18.4,29.5,-99,4,2.4,3.9,-99,813.6,77.8,106.9,10.2,157,26.7,15.4,22.3,13.5,380,296.5,487,183.6,303.8
6,6,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W3,1,KERO0801,KENY000562,2008061,2008075,2008082,2008181,2008232,2008232,-99,6349,817,817,5657,878,0.0783,1043,37.9,0.129,3.1,0,0,135,333,225,109,0,0,44,2,11,0,92,0,98,65,11,-99,-99,-99,-99,-99,-99,-99,-99,0,28228,28228,0,0,282866,282866,47.7,20,28.3,-99,6.1,2.6,3.6,-99,577.2,69,74.3,8.9,157,26.7,15.4,22.3,13.5,380,133.1,317.8,93.3,224.6
7,7,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W1,1,KERO1001,KENY000562,2010060,2010074,2010081,2010181,2010231,2010231,-99,15121,5913,5913,9350,6916,0.3194,1851,58.1,0.391,3.1,0,0,971,908,441,467,14,191,102,2,22,0,160,26,76,125,63,-99,-99,-99,-99,-99,-99,-99,-99,0,28163,28163,0,0,281845,281845,16.7,18.7,34.3,-99,6.5,7.3,13.4,-99,687.3,94.5,268.8,37,157,26.7,15.4,22.3,13.5,380,905.2,810.5,370.8,441.2
8,8,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W2,1,KERO0901,KENY000562,2009060,2009074,2009081,2009181,2009231,2009231,-99,9793,1264,1264,8684,1459,0.1278,988,35.6,0.129,3.9,0,0,310,507,312,195,0,0,46,2,22,0,125,0,89,91,16,-99,-99,-99,-99,-99,-99,-99,-99,0,28216,28216,0,0,282715,282715,33,20.1,31.4,-99,4.3,2.6,4.1,-99,445.1,78.3,57.5,10.1,157,26.7,15.4,22.3,13.5,380,296.5,486.9,175.4,311.8
9,9,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W3,1,KERO0801,KENY000562,2008061,2008075,2008082,2008181,2008232,2008232,-99,7076,866,866,6348,933,0.0821,1055,38.4,0.122,3.6,0,0,135,333,232,101,0,0,44,2,22,0,103,0,98,73,11,-99,-99,-99,-99,-99,-99,-99,-99,0,28229,28229,0,0,282907,282907,53.2,22.3,30.4,-99,6.5,2.7,3.7,-99,321.6,68.7,39.4,8.4,157,26.7,15.4,22.3,13.5,380,133.1,317.6,85.3,232.4
10,10,1,1,0,MZ,MZCER046,D_75_C_0_L_0_W1,1,KERO1001,KENY000562,2010060,2010074,2010081,2010181,2010231,2010231,-99,16244,6346,6346,10050,7435,0.3345,1897,59.1,0.391,3.6,0,0,971,915,457,458,14,192,94,2,33,0,168,26,76,131,67,-99,-99,-99,-99,-99,-99,-99,-99,0,28165,28165,0,0,281880,281880,17.9,19.9,35.5,-99,7,7.8,13.9,-99,492.3,96.7,192.3,37.8,157,26.7,15.4,22.3,13.5,380,905.2,817.6,362.3,457
11,11,1,1,0,MZ,MZCER046,D_75_C_0_L_0_W2,1,KERO0901,KENY000562,2009060,2009074,2009081,2009181,2009231,2009231,-99,10476,1274,1274,9366,1479,0.1263,1009,36.4,0.122,4.4,0,0,310,507,317,190,0,0,46,2,33,0,136,0,89,100,16,-99,-99,-99,-99,-99,-99,-99,-99,0,28217,28217,0,0,282736,282736,35.3,21.5,33,-99,4.3,2.6,4,-99,317.5,77,38.6,9.4,157,26.7,15.4,22.3,13.5,380,296.5,486.9,169.9,317.3
12,12,1,1,0,MZ,MZCER046,D_75_C_0_L_0_W3,1,KERO0801,KENY000562,2008061,2008075,2008082,2008181,2008232,2008232,-99,7769,924,924,6993,997,0.0854,1082,39.3,0.119,4.2,0,0,135,333,237,95,0,0,45,2,33,0,114,0,98,81,12,-99,-99,-99,-99,-99,-99,-99,-99,0,28230,28230,0,0,282927,282927,58.4,24.5,32.7,-99,6.9,2.9,3.9,-99,235.4,68.1,28,8.1,157,26.7,15.4,22.3,13.5,380,133.1,317.2,80.1,237.2
