1,1,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W1,1,KERO1001,KENY000560,2010060,2010074,2010081,2010181,2010231,2010231,-99,10425,3999,3999,6528,4604,0.2677,1494,49,0.384,1.9,0,0,971,920,355,564,14,185,105,2,0,0,108,16,59,89,43,-99,-99,-99,-99,-99,-99,-99,-99,0,29018,29018,0,0,290314,290314,11.5,12.7,29.4,-99,4.4,4.9,11.3,-99,-99,96.5,-99,37,157,26.7,15.4,22.3,13.5,380,905.2,822,467.9,355.1
2,2,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W2,1,KERO0901,KENY000560,2009060,2009074,2009081,2009181,2009231,2009231,-99,7266,1205,1205,6174,1417,0.1345,896,31.8,0.166,2.3,0,0,310,513,277,236,0,0,49,2,0,0,81,0,67,61,13,-99,-99,-99,-99,-99,-99,-99,-99,0,29057,29057,0,0,290978,290978,24.5,14.8,26.3,-99,4.1,2.4,4.4,-99,-99,89.7,-99,14.9,157,26.7,15.4,22.3,13.5,380,296.5,492.5,216.1,276.6
3,3,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W3,1,KERO0801,KENY000560,2008061,2008075,2008082,2008181,2008232,2008232,-99,5395,858,858,4638,922,0.1093,785,28.5,0.159,2,0,0,135,339,208,131,0,0,47,2,0,0,64,0,72,48,10,-99,-99,-99,-99,-99,-99,-99,-99,0,29067,29067,0,0,291117,291117,40.5,16.7,26,-99,6.4,2.7,4.1,-99,-99,84.3,-99,13.4,157,26.7,15.4,22.3,13.5,380,133.1,322.9,115.1,207.9
4,4,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W1,1,KERO1001,KENY000560,2010060,2010074,2010081,2010181,2010231,2010231,-99,10863,4054,4054,6919,4670,0.2734,1483,48.5,0.373,2.1,0,0,971,916,375,541,15,187,106,2,11,0,114,17,59,90,42,-99,-99,-99,-99,-99,-99,-99,-99,0,29019,29019,0,0,290362,290362,12,13.3,29,-99,4.5,5,10.8,-99,987.5,95.3,368.5,35.6,157,26.7,15.4,22.3,13.5,380,905.2,818.4,444.9,374.6
5,5,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W2,1,KERO0901,KENY000560,2009060,2009074,2009081,2009181,2009231,2009231,-99,8056,1242,1242,6940,1497,0.1374,904,32.1,0.154,2.7,0,0,310,511,299,212,0,0,51,2,11,0,91,0,67,67,13,-99,-99,-99,-99,-99,-99,-99,-99,0,29058,29058,0,0,291042,291042,27.2,16.4,26.9,-99,4.2,2.5,4.2,-99,732.4,88.5,112.9,13.6,157,26.7,15.4,22.3,13.5,380,296.5,490.2,191.3,299.2
6,6,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W3,1,KERO0801,KENY000560,2008061,2008075,2008082,2008181,2008232,2008232,-99,5872,872,872,5112,937,0.1003,869,31.6,0.149,2.5,0,0,135,340,219,120,0,0,47,2,11,0,73,0,73,52,10,-99,-99,-99,-99,-99,-99,-99,-99,0,29069,29069,0,0,291235,291235,44.1,18.1,26.8,-99,6.6,2.7,4,-99,533.8,80.4,79.3,11.9,157,26.7,15.4,22.3,13.5,380,133.1,323.6,104.4,219.4
7,7,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W1,1,KERO1001,KENY000560,2010060,2010074,2010081,2010181,2010231,2010231,-99,11854,4336,4336,7641,5010,0.2913,1488,48.4,0.366,2.6,0,0,971,912,399,513,15,188,108,2,22,0,124,17,59,95,44,-99,-99,-99,-99,-99,-99,-99,-99,0,29021,29021,0,0,290402,290402,13.1,14.6,29.7,-99,4.8,5.3,10.9,-99,538.8,95.6,197.1,35,157,26.7,15.4,22.3,13.5,380,905.2,814.5,416.5,399.2
8,8,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W2,1,KERO0901,KENY000560,2009060,2009074,2009081,2009181,2009231,2009231,-99,8629,1249,1249,7518,1467,0.1394,896,32.1,0.145,3.2,0,0,310,512,304,208,0,0,50,2,22,0,100,0,67,72,14,-99,-99,-99,-99,-99,-99,-99,-99,0,29061,29061,0,0,291126,291126,29.1,17.6,28.3,-99,4.2,2.5,4.1,-99,392.2,86.3,56.8,12.5,157,26.7,15.4,22.3,13.5,380,296.5,491.4,187.2,304.5
9,9,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W3,1,KERO0801,KENY000560,2008061,2008075,2008082,2008181,2008232,2008232,-99,6529,899,899,5756,969,0.0977,920,33.4,0.138,3.1,0,0,135,340,229,111,0,0,47,2,22,0,84,0,73,59,10,-99,-99,-99,-99,-99,-99,-99,-99,0,29071,29071,0,0,291303,291303,49.1,20.2,28.5,-99,6.8,2.8,3.9,-99,296.8,77.7,40.9,10.7,157,26.7,15.4,22.3,13.5,380,133.1,323.7,94.6,229.2
10,10,1,1,0,MZ,MZCER046,D_75_C_0_L_0_W1,1,KERO1001,KENY000560,2010060,2010074,2010081,2010181,2010231,2010231,-99,12956,4691,4691,8401,5442,0.3088,1519,49,0.362,3,0,0,971,910,420,490,15,190,108,2,33,0,134,17,60,102,47,-99,-99,-99,-99,-99,-99,-99,-99,0,29022,29022,0,0,290430,290430,14.3,15.9,30.8,-99,5.2,5.8,11.2,-99,392.6,96.7,142.2,35,157,26.7,15.4,22.3,13.5,380,905.2,812.4,393.4,420.3
