1,1,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W1,1,KERO1001,KENY000555,2010060,2010074,2010081,2010181,2010231,2010231,-99,11670,4537,4537,7244,5256,0.2747,1652,53.4,0.389,2.1,0,0,971,916,379,537,13,187,97,2,0,0,123,21,65,100,49,-99,-99,-99,-99,-99,-99,-99,-99,0,28075,28075,0,0,280909,280909,12.9,14.3,30.8,-99,5,5.5,12,-99,-99,94.9,-99,36.9,157,26.7,15.4,22.3,13.5,380,905.2,818.4,440.8,378.8
2,2,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W2,1,KERO0901,KENY000555,2009060,2009074,2009081,2009181,2009231,2009231,-99,7595,1107,1107,6609,1280,0.1206,918,33,0.146,2.6,0,0,310,507,283,225,0,0,45,2,0,0,91,0,76,67,13,-99,-99,-99,-99,-99,-99,-99,-99,0,28121,28121,0,0,281650,281650,25.6,15.6,26.9,-99,3.7,2.3,3.9,-99,-99,83.5,-99,12.2,157,26.7,15.4,22.3,13.5,380,296.5,487.2,205,282.5
3,3,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W3,1,KERO0801,KENY000555,2008061,2008075,2008082,2008181,2008232,2008232,-99,5388,781,781,4713,834,0.0818,954,34.7,0.145,2.3,0,0,135,333,209,124,0,0,44,2,0,0,71,0,84,52,9,-99,-99,-99,-99,-99,-99,-99,-99,0,28131,28131,0,0,281806,281806,40.5,16.9,25.8,-99,5.9,2.5,3.7,-99,-99,75.9,-99,11,157,26.7,15.4,22.3,13.5,380,133.1,317.9,108.9,209.1
4,4,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W1,1,KERO1001,KENY000555,2010060,2010074,2010081,2010181,2010231,2010231,-99,12231,4653,4653,7697,5397,0.2868,1622,52.3,0.38,2.4,0,0,971,913,397,516,13,189,98,2,11,0,130,21,66,102,49,-99,-99,-99,-99,-99,-99,-99,-99,0,28076,28076,0,0,280950,280950,13.5,15,30.8,-99,5.1,5.7,11.7,-99,1111.9,94.1,423,35.8,157,26.7,15.4,22.3,13.5,380,905.2,815.2,419.2,397.3
5,5,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W2,1,KERO0901,KENY000555,2009060,2009074,2009081,2009181,2009231,2009231,-99,8220,1133,1133,7219,1310,0.1237,916,33,0.138,2.9,0,0,310,506,296,211,0,0,46,2,11,0,100,0,76,73,13,-99,-99,-99,-99,-99,-99,-99,-99,0,28122,28122,0,0,281722,281722,27.7,16.9,27.8,-99,3.8,2.3,3.8,-99,747.2,82.2,103,11.3,157,26.7,15.4,22.3,13.5,380,296.5,486.5,190.9,295.9
6,6,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W3,1,KERO0801,KENY000555,2008061,2008075,2008082,2008181,2008232,2008232,-99,5916,787,787,5247,845,0.0807,975,35.5,0.133,2.8,0,0,135,334,220,114,0,0,43,2,11,0,81,0,84,57,10,-99,-99,-99,-99,-99,-99,-99,-99,0,28133,28133,0,0,281896,281896,44.4,18.6,26.9,-99,5.9,2.5,3.6,-99,537.8,73,71.5,9.7,157,26.7,15.4,22.3,13.5,380,133.1,318.1,98.2,219.9
7,7,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W1,1,KERO1001,KENY000555,2010060,2010074,2010081,2010181,2010231,2010231,-99,13322,5034,5034,8420,5843,0.3081,1634,52.3,0.378,2.8,0,0,971,910,419,492,14,190,99,2,22,0,139,21,66,108,52,-99,-99,-99,-99,-99,-99,-99,-99,0,28078,28078,0,0,280986,280986,14.7,16.4,31.8,-99,5.6,6.2,12,-99,605.6,95.8,228.8,36.2,157,26.7,15.4,22.3,13.5,380,905.2,812.9,395.3,418.9
8,8,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W2,1,KERO0901,KENY000555,2009060,2009074,2009081,2009181,2009231,2009231,-99,8978,1175,1175,7948,1360,0.1262,931,33.6,0.131,3.5,0,0,310,506,306,200,0,0,46,2,22,0,111,0,77,80,14,-99,-99,-99,-99,-99,-99,-99,-99,0,28123,28123,0,0,281771,281771,30.3,18.5,29.4,-99,4,2.4,3.8,-99,408.1,80.9,53.4,10.6,157,26.7,15.4,22.3,13.5,380,296.5,486.3,180.7,305.9
9,9,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W3,1,KERO0801,KENY000555,2008061,2008075,2008082,2008181,2008232,2008232,-99,6683,876,876,5939,940,0.0887,987,35.9,0.131,3.3,0,0,135,333,229,105,0,0,44,2,22,0,91,0,84,64,11,-99,-99,-99,-99,-99,-99,-99,-99,0,28134,28134,0,0,281951,281951,50.2,21,29.2,-99,6.6,2.8,3.8,-99,303.8,73.4,39.8,9.6,157,26.7,15.4,22.3,13.5,380,133.1,317.9,89.2,228.8
10,10,1,1,0,MZ,MZCER046,D_75_C_0_L_0_W1,1,KERO1001,KENY000555,2010060,2010074,2010081,2010181,2010231,2010231,-99,14453,5428,5428,9168,6320,0.3245,1673,53.1,0.376,3.3,0,0,971,908,438,470,14,191,101,2,33,0,149,22,66,115,55,-99,-99,-99,-99,-99,-99,-99,-99,0,28078,28078,0,0,281007,281007,16,17.8,33,-99,6,6.7,12.4,-99,438,97,164.5,36.4,157,26.7,15.4,22.3,13.5,380,905.2,810.1,373.9,437.6
