1,1,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W1,1,KERO1001,KENY000556,2010060,2010074,2010081,2010181,2010231,2010231,-99,10141,3847,3847,6396,4423,0.269,1430,47,0.379,1.9,0,0,971,920,352,568,11,187,98,2,0,0,105,18,58,87,41,-99,-99,-99,-99,-99,-99,-99,-99,0,28683,28683,0,0,286969,286969,11.2,12.3,28.8,-99,4.2,4.7,10.9,-99,-99,96.6,-99,36.6,157,26.7,15.4,22.3,13.5,380,905.2,822.3,471.5,351.8
2,2,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W2,1,KERO0901,KENY000556,2009060,2009074,2009081,2009181,2009231,2009231,-99,7124,1153,1153,6083,1349,0.1331,866,30.8,0.162,2.3,0,0,310,508,275,233,0,0,47,2,0,0,79,0,67,59,12,-99,-99,-99,-99,-99,-99,-99,-99,0,28722,28722,0,0,287625,287625,24,14.6,25.9,-99,3.9,2.4,4.2,-99,-99,90.2,-99,14.6,157,26.7,15.4,22.3,13.5,380,296.5,488.5,213.7,275.2
3,3,1,1,0,MZ,MZCER046,D_0_C_0_L_0_W3,1,KERO0801,KENY000556,2008061,2008075,2008082,2008181,2008232,2008232,-99,5265,794,794,4571,852,0.1031,770,28,0.151,2,0,0,135,333,209,124,0,0,47,2,0,0,63,0,72,47,9,-99,-99,-99,-99,-99,-99,-99,-99,0,28731,28731,0,0,287756,287756,39.6,16.6,25.2,-99,6,2.5,3.8,-99,-99,83.6,-99,12.6,157,26.7,15.4,22.3,13.5,380,133.1,318,109.2,208.9
4,4,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W1,1,KERO1001,KENY000556,2010060,2010074,2010081,2010181,2010231,2010231,-99,10594,3902,3902,6802,4490,0.2748,1420,46.6,0.368,2.1,0,0,971,919,372,547,11,189,97,2,11,0,112,18,58,88,41,-99,-99,-99,-99,-99,-99,-99,-99,0,28685,28685,0,0,287022,287022,11.7,12.9,28.5,-99,4.3,4.8,10.5,-99,963.1,94.6,354.7,34.8,157,26.7,15.4,22.3,13.5,380,905.2,821,450,372
5,5,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W2,1,KERO0901,KENY000556,2009060,2009074,2009081,2009181,2009231,2009231,-99,7943,1203,1203,6865,1446,0.1357,887,31.6,0.151,2.7,0,0,310,506,298,208,0,0,50,2,11,0,90,0,67,65,13,-99,-99,-99,-99,-99,-99,-99,-99,0,28722,28722,0,0,287689,287689,26.8,16.3,26.6,-99,4.1,2.5,4,-99,722.1,88.3,109.4,13.4,157,26.7,15.4,22.3,13.5,380,296.5,486.2,188.5,298.1
6,6,1,1,0,MZ,MZCER046,D_25_C_0_L_0_W3,1,KERO0801,KENY000556,2008061,2008075,2008082,2008181,2008232,2008232,-99,5721,800,800,5033,859,0.0942,849,30.9,0.14,2.5,0,0,135,334,219,115,0,0,46,2,11,0,72,0,73,51,9,-99,-99,-99,-99,-99,-99,-99,-99,0,28734,28734,0,0,287879,287879,43,17.9,26.1,-99,6,2.5,3.7,-99,520.1,79.5,72.7,11.1,157,26.7,15.4,22.3,13.5,380,133.1,319.1,100,219.2
7,7,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W1,1,KERO1001,KENY000556,2010060,2010074,2010081,2010181,2010231,2010231,-99,11642,4223,4223,7540,4872,0.2909,1452,47.4,0.363,2.5,0,0,971,916,397,519,11,191,98,2,22,0,121,18,58,93,43,-99,-99,-99,-99,-99,-99,-99,-99,0,28687,28687,0,0,287066,287066,12.9,14.2,29.3,-99,4.7,5.2,10.6,-99,529.2,96.2,192,34.9,157,26.7,15.4,22.3,13.5,380,905.2,818.1,422.4,396.9
8,8,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W2,1,KERO0901,KENY000556,2009060,2009074,2009081,2009181,2009231,2009231,-99,8441,1173,1173,7406,1372,0.1334,879,31.6,0.139,3.2,0,0,310,507,303,204,0,0,48,2,22,0,99,0,67,71,13,-99,-99,-99,-99,-99,-99,-99,-99,0,28725,28725,0,0,287775,287775,28.5,17.3,27.8,-99,4,2.4,3.9,-99,383.7,85.3,53.3,11.8,157,26.7,15.4,22.3,13.5,380,296.5,487.3,184.6,303.1
9,9,1,1,0,MZ,MZCER046,D_50_C_0_L_0_W3,1,KERO0801,KENY000556,2008061,2008075,2008082,2008181,2008232,2008232,-99,6349,833,833,5641,895,0.0911,915,33.3,0.131,3.1,0,0,135,334,229,106,0,0,46,2,22,0,82,0,73,58,10,-99,-99,-99,-99,-99,-99,-99,-99,0,28735,28735,0,0,287949,287949,47.7,19.9,27.8,-99,6.3,2.6,3.6,-99,288.6,77.4,37.9,10.2,157,26.7,15.4,22.3,13.5,380,133.1,319.2,90.5,228.7
10,10,1,1,0,MZ,MZCER046,D_75_C_0_L_0_W1,1,KERO1001,KENY000556,2010060,2010074,2010081,2010181,2010231,2010231,-99,12741,4574,4574,8301,5300,0.3085,1483,47.9,0.359,3,0,0,971,912,418,494,12,192,100,2,33,0,131,18,59,100,45,-99,-99,-99,-99,-99,-99,-99,-99,0,28687,28687,0,0,287092,287092,14.1,15.6,30.5,-99,5.1,5.6,10.9,-99,386.1,97.3,138.6,34.9,157,26.7,15.4,22.3,13.5,380,905.2,814.7,397.9,418
11,11,1,1,0,MZ,MZCER046,D_75_C_0_L_0_W2,1,KERO0901,KENY000556,2009060,2009074,2009081,2009181,2009231,2009231,-99,9245,1212,1212,8183,1424,0.1357,893,32.1,0.131,3.8,0,0,310,507,312,195,0,0,48,2,33,0,109,0,67,79,14,-99,-99,-99,-99,-99,-99,-99,-99,0,28727,28727,0,0,287817,287817,31.2,19,29.7,-99,4.1,2.5,3.9,-99,280.2,84.8,36.7,11.1,157,26.7,15.4,22.3,13.5,380,296.5,487.4,176.2,311.6
12,12,1,1,0,MZ,MZCER046,D_75_C_0_L_0_W3,1,KERO0801,KENY000556,2008061,2008075,2008082,2008181,2008232,2008232,-99,7036,886,886,6287,953,0.0937,946,34.4,0.126,3.6,0,0,135,334,236,98,0,0,46,2,33,0,93,0,73,65,11,-99,-99,-99,-99,-99,-99,-99,-99,0,28736,28736,0,0,287993,287993,52.9,22,29.8,-99,6.7,2.8,3.8,-99,213.2,75.7,26.8,9.5,157,26.7,15.4,22.3,13.5,380,133.1,319.1,83.2,236.1
13,13,1,1,0,MZ,MZCER046,D_100_C_0_L_0_W1,1,KERO1001,KENY000556,2010060,2010074,2010081,2010181,2010231,2010231,-99,13908,4978,4978,9075,5792,0.3249,1532,49.1,0.358,3.5,0,0,971,910,436,473,12,193,102,2,44,0,141,19,59,107,49,-99,-99,-99,-99,-99,-99,-99,-99,0,28688,28688,0,0,287109,287109,15.4,17.1,31.9,-99,5.5,6.1,11.4,-99,316.1,98.6,113.1,35.3,157,26.7,15.4,22.3,13.5,380,905.2,812,377,436.4
14,14,1,1,0,MZ,MZCER046,D_100_C_0_L_0_W2,1,KERO0901,KENY000556,2009060,2009074,2009081,2009181,2009231,2009231,-99,9975,1268,1268,8867,1485,0.138,919,33.1,0.127,4.3,0,0,310,507,317,190,0,0,48,2,44,0,120,0,67,87,15,-99,-99,-99,-99,-99,-99,-99,-99,0,28728,28728,0,0,287841,287841,33.6,20.5,31.4,-99,4.3,2.6,4,-99,226.7,83.1,28.8,10.6,157,26.7,15.4,22.3,13.5,380,296.5,487.5,170.5,317.4
15,15,1,1,0,MZ,MZCER046,D_100_C_0_L_0_W3,1,KERO0801,KENY000556,2008061,2008075,2008082,2008181,2008232,2008232,-99,7658,901,901,6904,974,0.0922,977,35.5,0.118,4.2,0,0,135,334,240,93,0,0,46,2,44,0,104,0,74,73,11,-99,-99,-99,-99,-99,-99,-99,-99,0,28738,28738,0,0,288017,288017,57.5,24,31.8,-99,6.8,2.8,3.7,-99,174.1,73.6,20.5,8.7,157,26.7,15.4,22.3,13.5,380,133.1,318.7,78.3,240.5
16,16,1,1,0,MZ,MZCER046,D_125_C_0_L_0_W1,1,KERO1001,KENY000556,2010060,2010074,2010081,2010181,2010231,2010231,-99,15201,5462,5462,9895,6382,0.3412,1601,50.7,0.359,4,0,0,971,916,454,462,12,194,95,2,56,0,151,19,59,115,53,-99,-99,-99,-99,-99,-99,-99,-99,0,28689,28689,0,0,287139,287139,16.8,18.6,33.5,-99,6,6.7,12,-99,271.4,100.7,97.5,36.2,157,26.7,15.4,22.3,13.5,380,905.2,818.3,365.8,453.9
17,17,1,1,0,MZ,MZCER046,D_125_C_0_L_0_W2,1,KERO0901,KENY000556,2009060,2009074,2009081,2009181,2009231,2009231,-99,10836,1373,1373,9634,1599,0.1448,948,34.1,0.127,4.9,0,0,310,507,322,185,0,0,48,2,56,0,132,0,68,96,16,-99,-99,-99,-99,-99,-99,-99,-99,0,28729,28729,0,0,287854,287854,36.5,22.2,33.7,-99,4.6,2.8,4.3,-99,193.5,82.1,24.5,10.4,157,26.7,15.4,22.3,13.5,380,296.5,487.8,166.1,322
18,18,1,1,0,MZ,MZCER046,D_125_C_0_L_0_W3,1,KERO0801,KENY000556,2008061,2008075,2008082,2008181,2008232,2008232,-99,8359,969,969,7548,1047,0.095,1020,37,0.116,4.8,0,0,135,333,244,90,0,0,47,2,56,0,116,0,74,82,12,-99,-99,-99,-99,-99,-99,-99,-99,0,28738,28738,0,0,288026,288026,62.8,26.3,34.3,-99,7.3,3,4,-99,149.3,72.1,17.3,8.4,157,26.7,15.4,22.3,13.5,380,133.1,318.2,74.8,243.5
19,19,1,1,0,MZ,MZCER046,D_0_C_25_L_0_W1,1,KERO1001,KENY000556,2010060,2010074,2010081,2010181,2010231,2010231,-99,11709,4264,4264,7566,4919,0.2911,1465,47.7,0.364,2.5,0,0,971,917,392,525,11,191,98,2,15,0,119,18,58,94,43,-99,-99,-99,-99,-99,-99,-99,-99,0,28685,28685,0,0,287031,287031,12.9,14.3,29.9,-99,4.7,5.2,10.9,-99,780.6,98.4,284.3,35.8,157,26.7,15.4,22.3,13.5,380,905.2,819.1,428.1,392.2
20,20,1,1,0,MZ,MZCER046,D_0_C_25_L_0_W2,1,KERO0901,KENY000556,2009060,2009074,2009081,2009181,2009231,2009231,-99,8165,1183,1183,7112,1391,0.1343,881,31.5,0.145,2.9,0,0,310,508,295,213,0,0,48,2,15,0,93,0,67,68,13,-99,-99,-99,-99,-99,-99,-99,-99,0,28724,28724,0,0,287716,287716,27.5,16.7,27.7,-99,4,2.4,4,-99,544.3,87.8,78.9,12.7,157,26.7,15.4,22.3,13.5,380,296.5,487.9,193.5,294.7
21,21,1,1,0,MZ,MZCER046,D_0_C_25_L_0_W3,1,KERO0801,KENY000556,2008061,2008075,2008082,2008181,2008232,2008232,-99,5995,801,801,5311,860,0.0868,923,33.6,0.134,2.8,0,0,135,334,220,113,0,0,46,2,15,0,76,0,73,55,9,-99,-99,-99,-99,-99,-99,-99,-99,0,28734,28734,0,0,287868,287868,45,18.8,27.2,-99,6,2.5,3.6,-99,399.7,78.9,53.4,10.5,157,26.7,15.4,22.3,13.5,380,133.1,318.8,98.4,220.4
22,22,1,1,0,MZ,MZCER046,D_25_C_25_L_0_W1,1,KERO1001,KENY000556,2010060,2010074,2010081,2010181,2010231,2010231,-99,12319,4440,4440,8008,5133,0.3026,1467,47.6,0.36,2.8,0,0,971,913,408,504,11,192,100,2,26,0,126,18,58,97,44,-99,-99,-99,-99,-99,-99,-99,-99,0,28686,28686,0,0,287066,287066,13.6,15.1,30.2,-99,4.9,5.4,10.9,-99,473.8,97.8,170.8,35.2,157,26.7,15.4,22.3,13.5,380,905.2,815.1,407.9,408.4
23,23,1,1,0,MZ,MZCER046,D_25_C_25_L_0_W2,1,KERO0901,KENY000556,2009060,2009074,2009081,2009181,2009231,2009231,-99,8993,1212,1212,7923,1473,0.137,884,31.7,0.135,3.4,0,0,310,506,313,192,0,0,50,2,26,0,104,0,67,75,13,-99,-99,-99,-99,-99,-99,-99,-99,0,28724,28724,0,0,287760,287760,30.3,18.5,28.7,-99,4.1,2.5,3.9,-99,345.9,86.5,46.6,11.7,157,26.7,15.4,22.3,13.5,380,296.5,485.9,173.2,313.1
24,24,1,1,0,MZ,MZCER046,D_25_C_25_L_0_W3,1,KERO0801,KENY000556,2008061,2008075,2008082,2008181,2008232,2008232,-99,6654,879,879,5904,945,0.095,925,33.6,0.132,3.3,0,0,135,334,231,103,0,0,46,2,26,0,86,0,73,61,10,-99,-99,-99,-99,-99,-99,-99,-99,0,28736,28736,0,0,287956,287956,50,20.9,28.9,-99,6.6,2.8,3.8,-99,255.9,77.4,33.8,10.2,157,26.7,15.4,22.3,13.5,380,133.1,318.8,88.4,230.5
25,25,1,1,0,MZ,MZCER046,D_50_C_25_L_0_W1,1,KERO1001,KENY000556,2010060,2010074,2010081,2010181,2010231,2010231,-99,13392,4788,4788,8744,5559,0.3193,1500,48.2,0.358,3.3,0,0,971,911,429,482,12,193,101,2,37,0,136,18,58,103,47,-99,-99,-99,-99,-99,-99,-99,-99,0,28688,28688,0,0,287100,287100,14.8,16.5,31.2,-99,5.3,5.9,11.2,-99,361.9,98.5,129.4,35.2,157,26.7,15.4,22.3,13.5,380,905.2,813,385.3,429
